material_id,formula,nelements,elements,crystal_system,band_gap,is_gap_direct,n,e_total,e_electronic,bulk_modulus_vrh,shear_modulus_vrh,energy_above_hull,formation_energy_per_atom,density,is_stable,is_magnetic,total_magnetization,weighted_work_function,theoretical,band_gap_score_sq,band_gap_score_si,dielectric_score,mechanical_score,stability_score,magnetic_score,direct_gap_bonus,semiconductor_score
mp-34034,Ba8P5Br,3,['Ba' 'Br' 'P'],Tetragonal,1.308799999999999,True,2.949222794794136,27.357569746666666,8.697915093333334,,,0.0,-1.200256503443875,4.566781995836918,True,False,0.0,,True,0.9969626221939073,0.8203450601124789,0.9227332897923375,0.5,1.0,1.0,0.1,1.0107024080341993
mp-19913,Ba3(InP2)2,3,['Ba' 'In' 'P'],Monoclinic,1.1092,True,3.11620567945485,21.836599606666663,9.710737836666667,,,0.0,-0.785818917433863,4.6027329881611525,True,False,0.0,,False,0.8466528725789252,0.9993522099066577,0.9842139968748101,0.5,1.0,1.0,0.1,1.0091981491619515
mp-29163,Ag2TeS3,3,['Ag' 'S' 'Te'],Monoclinic,1.2999,True,2.8878845573649,13.06676703666667,8.339877216666666,,,0.0,-0.078949780572917,5.146247485897094,True,False,0.0,,False,0.9949875730982791,0.8354372357468912,0.8899786003007326,0.5,1.0,1.0,0.1,1.0075592686817134
mp-13275,NaSrP,3,['Na' 'P' 'Sr'],Hexagonal,1.2357,True,2.804893800128625,18.46827177999928,7.86742923,,,0.0,-0.963640314880952,3.090204867365227,True,False,0.0,,False,0.9665760656575553,0.9283287161861241,0.8385288864646485,0.5,1.0,1.0,0.1,1.0066726568120048
mp-14206,K3Ag3As2,3,['Ag' 'As' 'K'],Trigonal,1.2533,True,2.810603582269593,14.594461903194242,7.89949249666667,,,0.0,-0.350068366468748,4.425705732686266,True,False,0.0,,False,0.9767834677370404,0.9059999251495466,0.842301647880407,0.5,1.0,1.0,0.1,1.006441102888753
mp-2961,MgSiP2,3,['Mg' 'P' 'Si'],Tetragonal,1.3728,True,2.9358924770274992,11.598041706669477,8.619464636666669,72.206,34.75,0.0,-0.411262341071428,2.2814030052604393,True,False,0.0,,False,0.9966436451938474,0.7011429038747964,0.9160348026428794,0.6288206316719919,1.0,1.0,0.1,1.0046196304433124
mp-8882,GaP,2,['Ga' 'P'],Hexagonal,1.3002,True,3.210822225951892,12.487942666668685,10.309379366666667,76.25,51.856,0.008458759999999,-0.5004573739880961,4.131501206922352,False,False,0.0,,True,0.9950621066776572,0.8349359845980654,0.9986365765480176,0.6694768579912135,0.8443609583865384,1.0,0.1,1.0018393362370825
mp-11178,SrCeN2,3,['Ce' 'N' 'Sr'],Trigonal,1.267999999999999,True,,,,114.646,56.597,0.0,-1.424325386874997,6.18173603294918,True,False,0.0,,False,0.9839305142725079,0.8854237908363045,0.5,0.9677878247876455,1.0,1.0,0.1,1.000574979672337
mp-4666,CdSiP2,3,['Cd' 'P' 'Si'],Tetragonal,1.4257,True,3.289249344962059,13.51971566666972,10.819161253333334,74.415,39.677,0.0,-0.272582178988093,3.960434743397996,True,False,0.0,,False,0.9773098516122082,0.5950079572479298,0.9986315939404006,0.6510792423516344,1.0,1.0,0.1,0.9984813198164649
mp-10930,TbSF,3,['F' 'S' 'Tb'],Tetragonal,1.2587,True,,,,105.651,55.746,0.0,-3.3604610242708333,7.129524793647941,True,False,0.0,,False,0.9795565778943807,0.8986370471576257,0.5,0.9209554792495858,1.0,1.0,0.1,0.9967802494721975
mp-3931,SmSF,3,['F' 'S' 'Sm'],Tetragonal,1.229699999999999,True,,,,101.622,51.669,0.0,-3.317725045833334,6.468957202528947,True,False,0.0,,False,0.9626946194348831,0.93532982717957,0.5,0.8941795063273748,1.0,1.0,0.1,0.9953910795683937
mp-1222618,Li2ZnCdP2,4,['Cd' 'Li' 'P' 'Zn'],Trigonal,1.0652,True,3.217807466272648,18.069011590000002,10.35428489,,,0.0,-0.592752897380952,4.093143272219594,True,False,0.0,,True,0.7897929156281214,0.9834548442217677,0.9990792159795358,0.5,1.0,1.0,0.1,0.9948283379372258
mp-10931,HoSF,3,['F' 'Ho' 'S'],Tetragonal,1.299599999999999,True,,,,110.246,56.989,0.0,-3.333161717604165,7.5402904554460175,True,False,0.0,,False,0.9949124854632923,0.8359379518818737,0.5,0.9472452023751756,1.0,1.0,0.1,0.9938433343856216
mp-1029275,SrZrN2,3,['N' 'Sr' 'Zr'],Tetragonal,1.227199999999999,True,2.679845442060667,32.88616595333334,7.181571593333332,,,0.0,-1.5902214531249999,5.034301211930637,True,False,0.0,,True,0.9610181342524781,0.9381517566811396,0.7490446833166281,0.5,1.0,1.0,0.1,0.9933339995627847
mp-10086,YSF,3,['F' 'S' 'Y'],Tetragonal,1.3132000000000001,True,2.412418044203781,17.563756746666666,5.819760819999999,104.335,54.195,0.0,-3.332084884270834,4.783357557393636,True,False,0.0,,False,0.9977580170066324,0.8127205138008097,0.5360144007147909,0.9125749761564487,1.0,1.0,0.1,0.9930072390446429
mp-5760,NdSF,3,['F' 'Nd' 'S'],Tetragonal,1.2363,True,,,,98.364,49.193,0.0,-3.354096816770832,6.023136665432264,True,False,0.0,,False,0.9669531038408284,0.9276110861649796,0.5,0.870223617380247,1.0,1.0,0.1,0.9929023006229786
mp-27175,InOF,3,['F' 'In' 'O'],Orthorhombic,1.330699999999999,True,,,,135.341,57.034,0.0,-2.375712292222223,6.544948070996765,True,False,1e-07,,False,0.9997297552726865,0.7814250370866086,0.5,0.9960458548291378,1.0,1.0,0.1,0.9917507798640766
mp-1009087,BeSiAs2,3,['As' 'Be' 'Si'],Tetragonal,1.0226,True,3.3017091412378132,11.821038756666669,10.901283253333334,76.364,57.845,0.0,-0.20533040624999901,4.094300011489495,True,False,0.0,,True,0.729919426929897,0.9486605637032419,0.9976260797382425,0.6706161232470764,1.0,1.0,0.1,0.9914844655734044
mp-1029562,Li3InN2,3,['In' 'Li' 'N'],Cubic,1.135999999999999,True,2.5386855969182163,17.98396652,6.444924560000003,85.511,58.145,0.0,-0.485028834583333,4.231908765257968,True,False,0.0,,True,0.8780515272466151,0.9985787886565145,0.6377879017150959,0.759649021029653,1.0,1.0,0.1,0.9909327874703606
mp-3992,PrSF,3,['F' 'Pr' 'S'],Tetragonal,1.2541,True,,,,96.139,47.45,0.0,-3.3434663914930542,5.777548769814879,True,False,0.0,,False,0.9772050407512056,0.9049238341356852,0.5,0.852787007111549,1.0,1.0,0.1,0.990318536019309
mp-1228963,AlAgSnSe4,4,['Ag' 'Al' 'Se' 'Sn'],Tetragonal,1.1072,True,2.836154547975127,10.966966463333335,8.04377262,,,0.0,-0.769702025148809,4.7683876179410625,True,False,1.6400000000000002e-05,,True,0.8442032464902445,0.9990901919043661,0.8587836306173231,0.5,1.0,1.0,0.1,0.9897318850008144
mp-9843,Sr3(AlP2)2,3,['Al' 'P' 'Sr'],Monoclinic,1.3365,True,2.868023953293743,16.940428106666673,8.22556139666667,51.236,29.669,0.0,-1.163182541878307,3.259068581765055,True,False,0.0,,False,0.9999617194827177,0.7707421563691875,0.8783642080747736,0.422471030152478,1.0,1.0,0.1,0.9896034875525214
mp-553278,Nd4Se3O4,3,['Nd' 'O' 'Se'],Orthorhombic,1.323299999999999,True,2.750379720450735,22.304735046666668,7.564588606666668,,,0.0,-3.134966523366476,6.616116092586185,True,False,0.0,,False,0.9991288484230527,0.7948387178358618,0.8010076181985011,0.5,1.0,1.0,0.1,0.9891591625109176
mp-1190,ZnSe,2,['Se' 'Zn'],Cubic,1.1663000000000001,True,2.705908309606958,10.714932109999985,7.321939779999988,56.491,27.288,0.0,-0.9515610311718761,5.274845268778988,True,False,0.0,,False,0.910021975146659,0.9881612471940318,0.7686320484891184,0.47213219368156295,1.0,1.0,0.1,0.9882377075072935
mp-1223929,InCuGeS4,4,['Cu' 'Ge' 'In' 'S'],Tetragonal,1.1346,True,2.738585287455307,10.585205313333335,7.499849376666667,,,0.0,-0.70224098595238,3.927119866219554,True,False,9.580000000000002e-05,,True,0.8764802348155302,0.9988164786922068,0.7925620722123751,0.5,1.0,1.0,0.1,0.9878268413395698
mp-10932,ErSF,3,['Er' 'F' 'S'],Tetragonal,1.324399999999999,True,,,,108.999,58.212,0.0,-3.323758545381942,7.739259604601134,True,False,0.0,,False,0.9992397891068316,0.7928608421321822,0.5,0.9405825764860056,1.0,1.0,0.1,0.9877973312451357
mp-8136,ThSO,3,['O' 'S' 'Th'],Tetragonal,1.114499999999999,True,,,,135.883,63.691,0.0,-3.4304611374999983,8.692176439657416,True,False,0.0,,False,0.8530756646607964,0.9998319585649882,0.5,0.9952046334104213,1.0,1.0,0.1,0.9877641732909894
mp-1209018,Sc2TlCu3S5,4,['Cu' 'S' 'Sc' 'Tl'],Orthorhombic,1.048899999999999,True,3.245384544754801,23.848826329999998,10.532520843333332,,,0.0,-1.251640933712121,5.213283674681593,True,False,0.000949,,True,0.7673517089755529,0.9723062034557016,0.9999810646885016,0.5,1.0,1.0,0.1,0.9876810174655186
mp-1029791,MgSnN2,3,['Mg' 'N' 'Sn'],Orthorhombic,1.0648,True,2.517424400056534,10.50678744,6.33742561,119.793,61.364,0.0,-0.5252638456250001,5.090742861541945,True,False,0.0,,True,0.7892501196061393,0.9832144735285728,0.6206193537576268,0.9856343448790598,1.0,1.0,0.1,0.9864510384823707
mp-30533,KPt2S3,3,['K' 'Pt' 'S'],Trigonal,1.273899999999999,True,2.856511406126944,11.930129953333335,8.159657413333335,31.59,13.097,0.0,-0.802294120364583,6.253417026308305,True,False,0.0,,False,0.986439008829321,0.8767051904191728,0.8714214269847651,0.2605205986969361,1.0,1.0,0.1,0.9848808046876145
mp-1029403,RbGe2N3,3,['Ge' 'N' 'Rb'],Orthorhombic,1.0881,True,2.410618574833715,11.943971476666666,5.811081913333333,129.861,83.772,0.0,-0.21516139958333302,5.438251544153276,True,False,3.799999999999998e-06,,True,0.820129904417191,0.9943625614421122,0.5345785488440165,0.9999973165313782,1.0,1.0,0.1,0.9843733743003549
mp-570084,Hg3AsSe4I,4,['As' 'Hg' 'I' 'Se'],Hexagonal,1.2264,True,2.7844323862024973,17.238176460000002,7.753063713333333,,,0.0043866630555540005,-0.456689332152779,6.448460575018326,False,False,0.002683199999999,,True,0.9604743518934165,0.9390427982963148,0.8247544990898874,0.5,0.916005178343022,1.0,0.1,0.9836894771670399
mp-29898,Tl2Au4S3,3,['Au' 'S' 'Tl'],Orthorhombic,1.1385,True,3.072279983443349,20.84146929,9.438904296666665,18.684,7.562,0.0,-0.40882017379629804,9.692571714625545,True,False,0.0,,False,0.8808375777762577,0.9981004176058335,0.9723154150981493,0.17888588288629825,1.0,1.0,0.1,0.9836603576382915
mp-504952,InGaSe3,3,['Ga' 'In' 'Se'],Hexagonal,1.3166,True,2.677750244763939,12.210389283364057,7.170346373333335,,,0.0,-0.7055558967708331,5.122929557129563,True,False,0.0,,True,0.9982903381397255,0.8067585186482545,0.7474527017324764,0.5,1.0,1.0,0.1,0.982704267592041
mp-570957,CsSiTe3,3,['Cs' 'Si' 'Te'],Monoclinic,1.261299999999999,True,2.594704750063097,11.818760543333333,6.73249274,,,0.0,-0.580539921999999,4.467287672887058,True,False,0.0,,False,0.9808308295297488,0.8950098993877657,0.6827002180318233,0.5,1.0,1.0,0.1,0.9818642249953756
mp-14001,Ba4SiAs4,3,['As' 'Ba' 'Si'],Cubic,1.0362,True,3.153000144307006,21.3457425,9.941409910000003,,,0.0,-0.9948720494444391,4.795156075045837,True,False,0.0,,False,0.7494466648091772,0.9617376721695602,0.9916713463525934,0.5,1.0,1.0,0.1,0.9803730189806174
mp-28347,K3Al2As3,3,['Al' 'As' 'K'],Monoclinic,1.1862,True,2.589467997485197,12.75593833,6.70534451,,,0.0,-0.5576802861562501,2.931152546592913,True,False,0.0,,False,0.9287458744553815,0.9759471058251799,0.678531436884352,0.5,1.0,1.0,0.1,0.9803582500202752
mp-41095,Na3Sr3AlP4,4,['Al' 'Na' 'P' 'Sr'],Hexagonal,1.1229,True,2.692650217412824,15.778352140102614,7.250365193333331,,,0.0,-0.8192449788826681,2.809473721927247,True,False,0.0023737,,True,0.8630447102959712,0.9999532788692438,0.7587193292704113,0.5,1.0,1.0,0.1,0.979562068794941
mp-7910,Al2HgTe4,3,['Al' 'Hg' 'Te'],Tetragonal,1.1108,True,3.067445509975143,13.5947930866496,9.40922195666667,25.112,15.86,0.0,-0.47700404821428505,5.503380227317927,True,False,0.0,,False,0.8486024153005634,0.9995298883149205,0.9708112302298803,0.21697241017935007,1.0,1.0,0.1,0.979399012624796
mp-1211088,LiCaP,3,['Ca' 'Li' 'P'],Orthorhombic,1.398699999999999,True,2.870311300770934,17.987568916666664,8.238686963333333,,,0.0,-1.190043544047618,2.260729897133163,True,False,0.0,,True,0.9892899837868541,0.6495207472263916,0.8797255099039655,0.5,1.0,1.0,0.1,0.976709434516267
mp-2176,ZnTe,2,['Te' 'Zn'],Cubic,1.073299999999999,True,3.002871076153622,11.975580520000014,9.01723470000001,42.833,22.571,0.0,-0.6841630333333321,5.616959252306423,True,False,0.0,,False,0.8006929159610328,0.9879570483042233,0.9471603756282265,0.3480915682008541,1.0,1.0,0.1,0.9752499994002111
mp-571195,ZnTe,2,['Te' 'Zn'],Trigonal,1.069,True,3.033265918664786,12.204421710001354,9.200702133333332,,,0.0036891283333320003,-0.680473905,5.424327600796479,False,False,0.001023099999999,,False,0.7949284844824451,0.9856539001953452,0.9591053402981958,0.5,0.9288736399773914,1.0,0.1,0.9726644171889902
mp-1029633,CaSnN2,3,['Ca' 'N' 'Sn'],Orthorhombic,1.3787,True,2.451490991213306,11.280625756666666,6.00980808,95.413,36.268,0.0,-0.612578144375,4.671623566642753,True,False,0.0,,True,0.9953306541993115,0.6894856536261494,0.5673548438531382,0.8469214724093044,1.0,1.0,0.1,0.9720508854126514
mp-9666,K2NaGaP2,4,['Ga' 'K' 'Na' 'P'],Orthorhombic,1.307899999999999,True,2.569957001477921,13.13974034701159,6.6046789894453894,,,0.0,-0.44336723544416906,2.537849676287867,True,False,0.0,,False,0.9967851474905652,0.8218916360638874,0.6629377369439836,0.5,1.0,1.0,0.1,0.9719206928238219
mp-14091,AlAgSe2,3,['Ag' 'Al' 'Se'],Tetragonal,1.135199999999999,True,2.654281432578944,9.700932379998548,7.045209923333334,52.422,18.993,0.0,-0.7432121020312501,4.941582476882665,True,False,0.0,,False,0.8771546169849802,0.9987172678495436,0.7294609571196627,0.433492232705881,1.0,1.0,0.1,0.971864611262214
mp-1101989,SrLiAs,3,['As' 'Li' 'Sr'],Orthorhombic,1.0323,True,2.989361027599934,19.761943229999996,8.936279353333333,,,0.0,-1.199801943055556,4.042408789528388,True,False,0.0,,False,0.743882057746248,0.958170646609911,0.9414024014795013,0.5,1.0,1.0,0.1,0.9709064716499738
mp-2412,LiP5,2,['Li' 'P'],Orthorhombic,1.3673,True,3.253667481986033,15.268706080000001,10.586352083333333,,,0.007694938690475,-0.239052472757935,2.336345668034438,False,False,0.0,,False,0.9976736788389129,0.7119392300812674,0.9999880441389226,0.5,0.8573588037846374,1.0,0.1,0.9705472117889161
mp-380,ZnSe,2,['Se' 'Zn'],Hexagonal,1.2004000000000001,True,2.679053952423709,10.399639229993161,7.177330079997098,56.264,27.422,0.004020032499999,-0.947540998671876,5.27537563285386,False,False,0.0,,False,0.9409168563457146,0.9647251855641463,0.7484435787127561,0.4699454903940965,0.9227465739020937,1.0,0.1,0.9698857212428972
mp-3917,Cd2GeO4,3,['Cd' 'Ge' 'O'],Orthorhombic,1.0923,True,,,,99.731,33.82,0.0,-1.761721731071428,6.186916845450345,True,False,0.0,,False,0.8255253716139366,0.9957463502823827,0.5,0.8805120050304419,1.0,1.0,0.1,0.9687944959488856
mp-10577,Sr5NbN5,3,['N' 'Nb' 'Sr'],Orthorhombic,1.2468,True,2.47744890428306,17.807999343333332,6.137753073333333,,,0.0,-1.0419662175,4.635683250236905,True,False,0.0017737,,False,0.97322060098646,0.9145496180882496,0.5882988724298707,0.5,1.0,1.0,0.1,0.9687324238243331
mp-5475,NaTaN2,3,['N' 'Na' 'Ta'],Trigonal,1.276499999999999,False,2.985629431125035,18.270443166655962,8.913983100000003,136.044,88.887,0.0,-1.139296941208332,8.088367141260694,True,False,0.0,,False,0.9874782761838514,0.8727832327197194,0.9397644291724494,0.9949392467581429,1.0,1.0,0.0,0.9682456430056025
mp-1080438,SrAgTeF,4,['Ag' 'F' 'Sr' 'Te'],Tetragonal,1.284699999999999,True,2.504315969148728,15.605032396666667,6.271598473333334,,,0.0,-2.160155414583333,6.034281461051804,True,False,0.0025533,,False,0.9904889872796147,0.8601052616130825,0.6100209779489452,0.5,1.0,1.0,0.1,0.9681411827542079
mp-1106156,Cs2Hg3Se4,3,['Cs' 'Hg' 'Se'],Orthorhombic,1.195399999999999,True,2.4622368028549433,50.68174248666668,6.062610073333334,,,0.0,-0.805449093465041,6.251086252754691,True,False,0.0061178,,False,0.9367478607542795,0.9689093493186902,0.5760167507310228,0.5,1.0,1.0,0.1,0.9659258801960268
mp-1029903,LiNbN2,3,['Li' 'N' 'Nb'],Orthorhombic,1.1528,False,3.096098393139339,84.33003217666668,9.585825259999998,110.992,59.002,0.0,-1.088772831666666,4.431310932334379,True,False,0.0,,True,0.8962714090406686,0.9940409371790152,0.9791661276928074,0.9510571534286877,1.0,1.0,0.0,0.9651546273338093
mp-23202,InI,2,['I' 'In'],Orthorhombic,1.3412,True,2.90830753704002,43.32669413888518,8.45825273000379,13.331,7.457,0.0,-0.6524206583333321,5.312211809671205,True,False,0.0,,False,0.9999955000101249,0.7619836179939293,0.9014225958353561,0.15099512660825415,1.0,1.0,0.1,0.9646093197377493
mp-540771,BaZrS3,3,['Ba' 'S' 'Zr'],Orthorhombic,0.9900000000000001,True,3.096349327299274,110.36956133666666,9.587379156666666,69.975,33.616,0.0,-2.107697715499998,4.262395303692848,True,False,0.0,,False,0.6819407511903482,0.9103839103891423,0.9792333011177682,0.6062779386190433,1.0,1.0,0.1,0.964555563385528
mp-556866,Ag2HgSI2,4,['Ag' 'Hg' 'I' 'S'],Orthorhombic,1.2212,True,2.428788339206746,11.688167266666662,5.899012796666665,,,0.0,-0.44160478972222206,5.874190989845033,True,False,0.0007698,,False,0.9568539610093969,0.9446914725321528,0.5491099819778823,0.5,1.0,1.0,0.1,0.9632837084288545
mp-8017,AlCuTe2,3,['Al' 'Cu' 'Te'],Tetragonal,1.0186,True,3.1705263721764982,11.698825069973717,10.052237476666667,49.905,24.581,0.0,-0.42519420625000104,5.249753008760489,True,False,0.0,,False,0.7241142284059993,0.9444788359194437,0.9944014572296641,0.4102447880282756,1.0,1.0,0.1,0.9628850798766935
mp-17696,Ba2VN3,3,['Ba' 'N' 'V'],Orthorhombic,1.3876,True,2.6916708658377972,21.496166623333334,7.24509205,,,0.0,-1.216871307916668,5.422509321080526,True,False,0.0,,False,0.992944507683016,0.6717748763616826,0.7579827905316422,0.5,1.0,1.0,0.1,0.9626997769547527
mp-685991,Li5SiP3,3,['Li' 'P' 'Si'],Monoclinic,1.3160999999999992,True,2.684860754407294,11.276480253283315,7.208477270556504,35.658,27.044,0.0,-0.5903389078439151,1.6911177721127921,True,False,0.0,,True,0.9982165609707527,0.8076390378949084,0.7528453601700535,0.2904951299442614,1.0,1.0,0.1,0.9626763129468585
mp-676038,Ga5(PS)3,3,['Ga' 'P' 'S'],Orthorhombic,1.3431,True,2.82555078406553,11.383797023333331,7.983737233333332,,,0.006348882272723001,-0.633748253851461,3.835141574183052,False,False,0.0,,True,0.9999699692009335,0.7584184084766166,0.8520247721764658,0.5,0.8807533612182139,1.0,0.1,0.9617473097027492
mp-1029262,VZn2N3,3,['N' 'V' 'Zn'],Orthorhombic,1.1715,False,3.004104068880881,17.842527676666666,9.024641256666667,152.958,60.484,0.0,-0.5782362400000001,5.36983395770496,True,False,0.0,,True,0.9150964757835534,0.9853733025746244,0.9476723139834942,0.9294110863604602,1.0,1.0,0.0,0.961672070065652
mp-14092,AlAgTe2,3,['Ag' 'Al' 'Te'],Tetragonal,1.0469,True,2.971322437344467,10.953366963334181,8.828757026666667,42.2,16.77,0.0,-0.43926148875000204,5.285977139432593,True,False,0.0,,False,0.7645550248516392,0.9707496001948873,0.9332966615164704,0.34277801695333376,1.0,1.0,0.1,0.9610234971649467
mp-1479,BP,2,['B' 'P'],Cubic,1.243499999999999,False,3.029083443882197,9.272071146925382,9.175346510001235,162.017,161.948,0.0,-0.48330429523809504,2.9813687825821953,True,False,0.0,,False,0.9713185688341496,0.9187559776208952,0.957546069966509,0.8672973701938436,1.0,1.0,0.0,0.9610046863660324
mp-31231,Sr5Mo2N7,3,['Mo' 'N' 'Sr'],Triclinic,1.2258,True,2.400779846216641,15.645945036666667,5.76374387,,,0.0,-1.086088278214286,4.822175671442805,True,False,0.0,,False,0.9600641968858284,0.939707249535528,0.5267420449613475,0.5,1.0,1.0,0.1,0.9599834433959884
mp-1029702,MgTiN2,3,['Mg' 'N' 'Ti'],Orthorhombic,1.1932,True,2.9374048659772223,51.589099510000004,8.628347346666667,161.671,77.978,0.024058637499999,-1.460463827083334,3.562500762679103,False,False,0.0006657,,True,0.934873082078144,0.9706707030309415,0.9168068917823552,0.8699558539127339,0.6180581389366865,1.0,0.1,0.9583500298669755
mp-4324,Tm2CdS4,3,['Cd' 'S' 'Tm'],Cubic,1.1785,True,,,,64.903,23.205,0.0,-1.9535404828571452,5.596827461615331,True,False,0.0,,False,0.9217262289435556,0.9811670975774323,0.5,0.5551270618046222,1.0,1.0,0.1,0.9581193280529658
mp-14476,LiRhO2,3,['Li' 'O' 'Rh'],Cubic,1.3031000000000001,True,,,,124.841,39.318,0.008763964999999001,-1.547060963333332,6.201423547127447,False,False,0.0,,False,0.9957540085693529,0.830063239530219,0.5,0.9963102570866045,0.8392225931626625,1.0,0.1,0.957884662071197
mp-8884,ZnTe,2,['Te' 'Zn'],Hexagonal,1.100299999999999,True,2.9594034657900092,11.51668348336608,8.758068873329917,42.546,22.507,0.005251757499999001,-0.6789112758333321,5.610196464017319,False,False,0.0,,True,0.8356459325647501,0.9978462670626923,0.9276846521908827,0.3456770594750679,0.9002928767354937,1.0,0.1,0.957382046160604
mp-557090,Bi2Au5F21,3,['Au' 'Bi' 'F'],Tetragonal,1.2285,True,,,,,,0.0,-1.7513867525,6.469429976858691,True,False,0.0353481,,False,0.9618942310928135,0.9366914103862597,0.5,0.5,1.0,1.0,0.1,0.9559772693311422
mp-1195835,Ga2SbTe4Cl7,4,['Cl' 'Ga' 'Sb' 'Te'],Monoclinic,1.230899999999999,True,,,,,,0.0,-1.158352289761904,3.554000429570283,True,False,0.0077354,,False,0.9634870023548487,0.9339552797786662,0.5,0.5,1.0,1.0,0.1,0.9559650425555121
mp-1112112,Cs2TlAsBr6,4,['As' 'Br' 'Cs' 'Tl'],Cubic,1.2314,True,,,,,,0.0,-1.421802531014368,4.297186140169187,True,False,0.000882,,True,0.9638147942275607,0.933378740418249,0.5,0.5,1.0,1.0,0.1,0.9559605096196275
mp-866654,Cs2MoSe4,3,['Cs' 'Mo' 'Se'],Orthorhombic,1.224,True,,,,,,0.0,-1.135338229812192,4.263696401057949,True,False,0.0,,False,0.9588218382820232,0.9416808249017046,0.5,0.5,1.0,1.0,0.1,0.9559575833057614
