material_id,formula,chemsys,band_gap,cbm,vbm,efermi,is_gap_direct,n,e_total,e_ionic,e_electronic,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,energy_above_hull,formation_energy_per_atom,equilibrium_reaction_energy_per_atom,density,density_atomic,volume,nsites,nelements,elements,crystal_system,theoretical,is_magnetic,total_magnetization,ordering,weighted_work_function,is_stable
mp-11107,Ac2O3,Ac-O,3.522599999999999,8.1122,4.5896,4.69645087,False,,,,,101.296,35.758,2.519,0.342,0.0,-3.737668289999997,-3.737668289999996,9.109129867325775,18.30224477209263,91.51122386046316,5,2,"['Ac', 'O']",Trigonal,False,False,0.0,NM,,True
mp-32800,Ac2S3,Ac-S,2.2962,7.0976,4.8014,5.79182041,False,,,,,,,,,0.0,-2.4930635934375,-2.49306359343749,6.535149338291522,27.960196300176175,1118.407852007047,40,2,"['Ac', 'S']",Tetragonal,True,False,0.0,NM,,True
mp-977351,Ac2S3,Ac-S,3.0275,5.9344,2.9069000000000003,3.0080895,False,,,,,,,,,0.052699622749997004,-2.440363970687502,,5.562970721400395,32.846489313105586,328.4648931310559,10,2,"['Ac', 'S']",Trigonal,True,False,0.0,NM,,False
mp-1183052,AcBO3,Ac-B-O,0.8071,7.7035,6.8964,7.0377947,False,,,,,,,,,0.7924727446666661,-2.475389555333333,,9.206878605801688,10.309625281572119,51.54812640786059,5,3,"['Ac', 'B', 'O']",Cubic,True,False,0.0001327,NM,,False
mp-866101,AcCrO3,Ac-Cr-O,2.0031,8.2567,6.2536,6.3647368,False,,,,,,,,,0.0,-3.1389721295,-0.086844100000005,8.848788046728616,12.272569008052164,61.36284504026082,5,3,"['Ac', 'Cr', 'O']",Cubic,True,True,2.9999997,FM,,True
mp-861502,AcFeO3,Ac-Fe-O,0.9887999999999991,7.4875,6.4987,6.50904465,False,,,,,,,,,0.0,-2.771539465500001,-0.04915964400000301,8.889999465919495,12.359462126517345,61.79731063258672,5,3,"['Ac', 'Fe', 'O']",Cubic,True,True,4.2542759,FM,,True
mp-1183053,AcGaO3,Ac-Ga-O,2.895900000000001,8.1819,5.286,5.47693479,False,,,,,,,,,0.0,-3.063252617,-0.059920137500002,9.31449500321555,12.291015658661474,61.455078293307366,5,3,"['Ac', 'Ga', 'O']",Cubic,True,False,0.0,NM,,True
mp-861884,AcGaTe2,Ac-Ga-Te,0.49099999999999905,6.1732,5.6822,5.75964384,False,,,,,43.131,14.998,0.805,0.34400000000000003,0.23712917770833203,-1.071641271875002,,7.18122937756361,31.905738386468695,127.62295354587478,4,3,"['Ac', 'Ga', 'Te']",Cubic,True,False,0.0,NM,,False
mp-861605,AcH3,Ac-H,0.640699999999999,6.9559,6.3152,6.59472466,False,,,,,69.171,31.322,12.983,0.303,0.0,-0.671802030937499,-0.11551054851562201,7.784733821859042,12.266429016687662,49.065716066750646,4,2,"['Ac', 'H']",Cubic,True,False,0.0,NM,,True
mp-861867,AcI3,Ac-I,2.5892,2.2729,-0.3163,-0.21485256,False,,,,,2.551,1.677,17.93,0.23,0.0,-1.801003203125001,-1.801003203125001,4.3344198328891235,58.20455202242503,465.6364161794002,8,2,"['Ac', 'I']",Hexagonal,True,False,0.0,NM,,True
mp-861460,AcInTe2,Ac-In-Te,0.3799,6.9279,6.548,6.61702776,False,,,,,42.162,17.936,0.056,0.314,0.148074160729173,-1.165022114374998,,7.448293892336029,33.2751273913707,133.1005095654828,4,3,"['Ac', 'In', 'Te']",Cubic,True,False,0.0,NM,,False
mp-1184231,AcMg149,Ac-Mg,0.21680000000000002,3.574799999999999,3.358,3.38196898,True,,,,,,,,,0.011412302733333001,0.009979247549999001,,1.829015046859574,23.293022398891463,3493.9533598337193,150,2,"['Ac', 'Mg']",Hexagonal,True,False,0.0027846,NM,,False
mp-1183152,AcScO3,Ac-O-Sc,3.3847,8.3626,4.9779,5.11443989,True,,,,,,,,,0.024140034874998002,-3.8290604304999993,,7.569207408829243,14.038360261487123,70.19180130743561,5,3,"['Ac', 'O', 'Sc']",Cubic,True,False,7.43e-05,NM,,False
mp-865028,AcTlTe2,Ac-Te-Tl,0.6253000000000001,6.7984,6.1731,6.28014726,False,,,,,41.684,19.533,0.187,0.297,0.0,-1.251402644791669,-0.43911690046296503,8.430613335203375,33.808287333155356,135.23314933262142,4,3,"['Ac', 'Te', 'Tl']",Cubic,True,False,0.0,NM,,True
mp-18125,Ag(AuF4)2,Ag-Au-F,0.258499999999999,-1.846,-2.1045,-1.9663921,True,,,,,,,,,0.0,-1.201867790454545,-0.038002340681799,6.941567477313422,14.21792379029684,312.7943233865305,22,3,"['Ag', 'Au', 'F']",Monoclinic,False,True,2.0,FM,,True
mp-567334,Ag(BCl)6,Ag-B-Cl,2.7028,3.0934,0.3906,0.44599951,True,,,,,,,,,0.0,-0.736950766538461,-0.095313057307693,2.666185535806875,18.466555938348595,1920.521817588254,104,3,"['Ag', 'B', 'Cl']",Cubic,False,False,0.0,NM,,True
mp-600237,Ag(CO)2,Ag-C-O,0.737499999999999,2.0759,1.3384,1.37929463,False,,,,,,,,,0.43695598291666804,-0.6242780280833331,,4.002724513097296,13.597892628987546,543.9157051595018,40,3,"['Ag', 'C', 'O']",Monoclinic,True,False,0.0046768,NM,,False
mp-654937,Ag(CO)2,Ag-C-O,0.7248000000000001,2.0491,1.3243,1.40770183,False,,,,,,,,,0.41785648891666904,-0.6433775220833331,,3.892154022538718,13.984189175795146,559.3675670318058,40,3,"['Ag', 'C', 'O']",Monoclinic,False,False,0.003090599999999,NM,,False
mp-732005,Ag(NO2)3,Ag-N-O,0.16560000000000002,-1.3678,-1.533399999999999,-1.4935907800000001,False,,,,,,,,,0.553319284999995,-0.095571144916667,,2.569769237388186,15.888630943539601,635.5452377415841,40,3,"['Ag', 'N', 'O']",Monoclinic,False,True,15.934034,FM,,False
mp-568386,Ag10Te4Br3,Ag-Br-Te,0.9637000000000001,3.4489,2.4852,2.49866442,False,,,,,,,,,0.002081343529411,-0.36435031196078305,,6.979004698072393,25.595962993897647,1740.52548358504,68,3,"['Ag', 'Br', 'Te']",Orthorhombic,False,False,0.0044694,NM,,False
mp-568392,Ag10Te4Br3,Ag-Br-Te,0.8722000000000001,3.3637,2.4915000000000003,2.53642879,False,,,,,,,,,0.0,-0.366431655490194,-0.00045895213235400004,7.194733997305497,24.8284851188382,1688.3369880809976,68,3,"['Ag', 'Br', 'Te']",Orthorhombic,False,False,0.0,NM,,True
mp-1229222,Ag10Te4BrCl,Ag-Br-Cl-Te,0.22080000000000002,3.342,3.1212,3.1389801,True,,,,,,,,,0.0016037326562500002,-0.33069498614583104,,7.29653849852453,24.243409620782543,1551.5782157300828,64,4,"['Ag', 'Br', 'Cl', 'Te']",Monoclinic,True,False,2.46e-05,NM,,False
mp-1215080,Ag12SBr,Ag-Br-S,0.394499999999999,-4.2524,-4.6469000000000005,-4.62583398,True,,,,,,,,,1.707332522142857,1.563036622678573,,0.31850747966422205,523.7287234949684,7332.202128929559,14,3,"['Ag', 'Br', 'S']",Cubic,True,True,5.0875149,FM,,False
mp-1215073,Ag12SI,Ag-I-S,0.40240000000000004,-4.1899,-4.5923,-4.57048402,True,,,,,,,,,1.698985467142857,1.5820983019642871,,0.33123253389683005,520.4387272385148,7286.142181339207,14,3,"['Ag', 'I', 'S']",Cubic,True,True,5.9438899,FM,,False
mp-1195193,Ag12Sn7H16(Se11N2)2,Ag-H-N-Se-Sn,0.22229999999999903,2.1988,1.9765000000000001,2.0881112,True,,,,,,,,,0.0,-0.48019928584528504,-0.058628900076843,4.886247051612521,21.92054252554233,2674.3061881161643,122,5,"['Ag', 'H', 'N', 'Se', 'Sn']",Monoclinic,False,False,0.0415976,NM,,True
mp-1199256,Ag13As3(IO3)4,Ag-As-I-O,0.33329999999999904,2.3225,1.9892,1.97534531,False,,,,,,,,,0.006591958281249001,-0.833353502786457,,6.3264344116303555,19.08417634660366,1221.3872861826342,64,4,"['Ag', 'As', 'I', 'O']",Monoclinic,False,False,0.0003364,NM,,False
mp-560328,Ag15P4S16Cl3,Ag-Cl-P-S,1.288799999999999,3.4566,2.1678,2.45878099,False,,,,,,,,,0.0,-0.48195274154135204,-4.3628618421109884e-05,4.58713063268096,22.49462177198786,1709.5912546710772,76,4,"['Ag', 'Cl', 'P', 'S']",Cubic,False,False,0.0937693,NM,,True
mp-1229151,Ag15S5I4Br,Ag-Br-I-S,0.5666,2.8965,2.3299,2.8967753,False,,,,,,,,,0.06528137339999701,-0.277351580299998,,6.535109634527875,24.04623384725251,601.1558461813128,25,4,"['Ag', 'Br', 'I', 'S']",Triclinic,True,False,0.0022152,NM,,False
mp-1245378,Ag15W7N19,Ag-N-W,0.9837,2.5049,1.521199999999999,1.63315712,False,,,,,,,,,0.359233186463413,0.12135913727133901,,7.132913997491944,18.005228815606625,1476.4287628797433,82,3,"['Ag', 'N', 'W']",Triclinic,True,False,0.009528199999999001,NM,,False
mp-1215118,Ag16HgAs4S15,Ag-As-Hg-S,1.1099,3.5779,2.468,2.70593903,True,,,,,,,,,0.005915221319444001,-0.29417095789351705,,5.570459025123106,22.416445324857378,3227.9681267794626,144,4,"['Ag', 'As', 'Hg', 'S']",Monoclinic,True,False,0.0,NM,,False
mp-1205258,Ag2(MoO4)3,Ag-Mo-O,0.9809,1.7318,0.7509,0.75110594,False,,,,,,,,,0.35073570585784203,-1.118035937254902,,4.629085242129484,14.676849921611476,998.0257946695804,68,3,"['Ag', 'Mo', 'O']",Orthorhombic,True,True,7.9996544,FM,,False
mp-1197575,Ag2AsS2,Ag-As-S,0.533399999999999,3.8,3.2666,3.26745953,False,,,,,,,,,0.0030302076458330004,-0.14634721281249402,,5.345360682313937,22.043015219165717,881.7206087666286,40,3,"['Ag', 'As', 'S']",Monoclinic,False,False,0.0025596,NM,,False
mp-1247866,Ag2B8O13,Ag-B-O,2.9324,3.6098,0.6774,3.60991301,False,,,,,,,,,0.007411922173912001,-2.503243793550724,,3.27284456333392,11.255128711865735,1035.4718414916476,92,3,"['Ag', 'B', 'O']",Monoclinic,True,False,0.0022775,NM,,False
mp-554873,Ag2B8O13,Ag-B-O,3.4397,3.886,0.44630000000000003,0.62937272,False,,,,,,,,,0.0,-2.510655715724636,-0.036393638623187,3.401789519714084,10.82850264567495,996.2222434020954,92,3,"['Ag', 'B', 'O']",Monoclinic,False,False,0.0,NM,,True
mp-759792,Ag2B8O13,Ag-B-O,2.858,3.9386,1.0806,3.93892669,False,,,,,,,,,0.011548473586955,-2.499107242137681,,3.391398519078204,10.86168039734402,999.27459655565,92,3,"['Ag', 'B', 'O']",Triclinic,True,False,0.0014945,NM,,False
mp-851575,Ag2B8O13,Ag-B-O,0.414099999999999,2.9344,2.520299999999999,2.52673037,False,,,,,,,,,1.2364586256521721,-1.274197090072464,,3.391398519078204,10.86168039734402,999.27459655565,92,3,"['Ag', 'B', 'O']",Triclinic,True,False,0.005487499999999,NM,,False
mp-559071,Ag2Bi2S3Cl2,Ag-Bi-Cl-S,1.6367999999999991,4.6206,2.9838,3.01103617,False,,,,,,,,,0.004958104166663001,-0.7483002703703701,,5.894385992000153,25.06635027837793,902.3886100216055,36,4,"['Ag', 'Bi', 'Cl', 'S']",Triclinic,False,False,0.0006025,NM,,False
mp-1229130,Ag2Bi2SeS3,Ag-Bi-S-Se,0.188999999999999,4.7677,4.578699999999999,4.69436297,False,,,,,,,,,0.055230881736111,-0.25843445743055604,,7.108014722541554,23.620003785056603,188.96003028045283,8,4,"['Ag', 'Bi', 'S', 'Se']",Orthorhombic,True,False,0.0009130999999990001,NM,,False
mp-23558,Ag2BiO3,Ag-Bi-O,0.38720000000000004,3.3295,2.9423,3.02670031,True,3.5979098339637883,26.531189300000005,13.586234126666668,12.944955173333332,99.447,20.823,0.461,0.402,0.0,-0.9173112705555521,-0.0010290203030280001,8.565435840877605,15.273823372802488,366.5717609472597,24,3,"['Ag', 'Bi', 'O']",Orthorhombic,False,False,0.0,NM,,True
mp-561113,Ag2BiO3,Ag-Bi-O,0.5053000000000001,3.4326,2.9273000000000002,3.02741538,True,,,,,,,,,0.0012473537499970001,-0.9160639168055551,,8.24145910187676,15.874246602139216,380.9819184513412,24,3,"['Ag', 'Bi', 'O']",Monoclinic,False,False,0.00042189999999900005,NM,,False
mp-556345,Ag2BrNO3,Ag-Br-N-O,1.6045,2.2077,0.6032000000000001,0.65074933,False,,,,,,,,,0.019580985714285,-0.6550704147619041,,5.030349553075043,16.865740537790455,472.2407350581327,28,4,"['Ag', 'Br', 'N', 'O']",Orthorhombic,False,False,0.0009687,NM,,False
mp-1199990,Ag2C4I3N,Ag-C-I-N,1.0895,1.4418,0.3523,0.35239945,False,,,,,,,,,1.093198192625,0.8733057161666661,,3.703681638954194,29.52369928568981,1180.9479714275924,40,4,"['Ag', 'C', 'I', 'N']",Orthorhombic,True,False,0.0166806,NM,,False
mp-574486,Ag2CN2,Ag-C-N,1.0037,2.9783,1.9746000000000001,2.01795346,True,,,,,,,,,0.268039843333333,0.268039843333338,,5.686081048745354,14.93824299380538,298.7648598761076,20,3,"['Ag', 'C', 'N']",Monoclinic,False,False,0.0003261,NM,,False
mp-1178578,Ag2CO3,Ag-C-O,0.449999999999999,1.7744,1.3244,1.32435013,True,,,,,,,,,0.027453814166666,-1.062045303888889,,5.542295022453813,13.769441516744664,495.6998946028079,36,3,"['Ag', 'C', 'O']",Orthorhombic,True,False,0.0047944,NM,,False
mp-4691,Ag2CO3,Ag-C-O,0.4736,2.0994,1.6258,1.709619,False,2.08204265406195,11.750873349999999,7.415971736666665,4.334901613333333,47.972,14.143,7.14,0.366,0.0,-1.089499118055555,-0.04732051333333501,6.103459150948377,12.503451779203736,150.04142135044484,12,3,"['Ag', 'C', 'O']",Monoclinic,False,False,0.0,NM,,True
mp-560717,Ag2CO3,Ag-C-O,0.7489999999999991,2.1134,1.3644,1.42110449,True,,,,,,,,,0.026753231388888,-1.062745886666667,,6.057486548653496,12.598345298379003,453.5404307416441,36,3,"['Ag', 'C', 'O']",Trigonal,False,False,0.0,NM,,False
mp-676581,Ag2CO3,Ag-C-O,0.746,1.9134,1.1674,1.1898351,False,,,,,,,,,0.029668323333333003,-1.059830794722222,,5.431964240271561,14.049118109880569,505.76825195570046,36,3,"['Ag', 'C', 'O']",Orthorhombic,True,False,0.0004986,NM,,False
mp-680067,Ag2CSNClO4,Ag-C-Cl-N-O-S,2.5318,3.4646,0.9328000000000001,0.94268596,True,,,,,,,,,0.8971311421000001,-0.246439743583333,,3.8661682552669463,16.032111903612552,641.2844761445022,40,6,"['Ag', 'C', 'Cl', 'N', 'O', 'S']",Monoclinic,False,False,0.0006433999999990001,NM,,False
mp-1196546,Ag2Ge(S2O7)3,Ag-Ge-O-S,2.8072,2.9713000000000003,0.1641,0.45782614,False,,,,,,,,,0.0,-1.599947565999999,-0.025813417277774003,3.197653665902322,14.137987145138936,2544.8376861250085,180,4,"['Ag', 'Ge', 'O', 'S']",Trigonal,False,False,0.001173899999999,NM,,True
mp-554988,Ag2Ge2O5,Ag-Ge-O,1.0401,2.6665,1.6264,1.716155329999999,False,,,,,,,,,0.05755108907407001,-1.485430639074073,,6.113411017503664,13.309899561569441,1437.4691526494996,108,3,"['Ag', 'Ge', 'O']",Monoclinic,False,False,0.0229231,NM,,False
mp-983589,Ag2GeO3,Ag-Ge-O,0.2116,2.1717,1.9601000000000002,2.09074565,False,2.819708550542059,12.729877129999998,4.77912082,7.95075631,,,,,0.036120807083332006,-1.20002395347222,,6.505166443541104,14.310757691848105,343.4581846043545,24,3,"['Ag', 'Ge', 'O']",Orthorhombic,False,False,0.0,NM,,False
mp-861942,Ag2GePbS4,Ag-Ge-Pb-S,1.3699,4.99,3.6201,3.72941608,False,2.927989691466371,29.23312854,20.660004906666668,8.573123633333333,,,,,0.0,-0.550358512291666,-0.001558354270834,5.680462312578542,22.795343414946316,364.72549463914106,16,4,"['Ag', 'Ge', 'Pb', 'S']",Orthorhombic,False,False,0.0,NM,,True
mp-9900,Ag2GeS3,Ag-Ge-S,0.4646,2.9908,2.5262000000000002,2.60005489,False,2.9772481628734493,23.87355528,15.009548656666668,8.864006623333331,,,,,0.0,-0.46699392263888906,-0.013697633932293,4.7677750672269035,22.323334769806436,267.88001723767724,12,3,"['Ag', 'Ge', 'S']",Orthorhombic,False,False,0.0,NM,,True
mp-1202797,Ag2H12C3S3(BrN3)2,Ag-Br-C-H-N-S,2.7767,2.737,-0.0397,2.73697146,True,,,,,,,,,0.035553705269679,-0.43362197752976106,,2.485787848613867,14.407779544501578,806.8356544920883,56,6,"['Ag', 'Br', 'C', 'H', 'N', 'S']",Monoclinic,True,False,0.000321899999999,NM,,False
mp-567645,Ag2H12C6N3Cl,Ag-C-Cl-H-N,3.5031,2.5173,-0.9858,2.51738711,False,,,,,,,,,0.23963775309027702,-0.116943085347222,,2.239614795293155,11.658179179033228,1119.18520118719,96,5,"['Ag', 'C', 'Cl', 'H', 'N']",Orthorhombic,False,False,0.0009958,NM,,False
mp-723002,Ag2H12S(NO)4,Ag-H-N-O-S,2.9514,2.7064,-0.245,-0.20693009,True,,,,,,,,,0.026502457499999,-0.7796728774275351,,2.6553447441244913,10.329843444380417,475.1727984414992,46,5,"['Ag', 'H', 'N', 'O', 'S']",Tetragonal,False,False,0.0009481,NM,,False
mp-778019,Ag2H16O9,Ag-H-O,2.5301,1.6034000000000002,-0.9267000000000001,1.60333289,True,,,,,,,,,0.076976250185183,-1.095874616975308,,2.5644140931167883,9.014072007800939,973.5197768425014,108,3,"['Ag', 'H', 'O']",Monoclinic,True,False,0.0015087,NM,,False
mp-1196868,Ag2H2C2N6O13,Ag-C-H-N-O,1.8311000000000002,1.434499999999999,-0.3966,1.43451154,False,,,,,,,,,0.3936339904,-0.541692375333332,,2.807877728568972,12.627413805235163,1262.7413805235162,100,5,"['Ag', 'C', 'H', 'N', 'O']",Orthorhombic,False,False,0.0009088,NM,,False
mp-690687,Ag2H2IOF,Ag-F-H-I-O,1.4591,1.9491,0.49,0.596963599999999,False,2.023648693161274,7.559579626666665,3.464425593333333,4.095154033333332,,,,,0.0,-1.046624786547618,-0.01364529892857,5.04416628656165,17.854606166695493,249.96448633373691,14,5,"['Ag', 'F', 'H', 'I', 'O']",Monoclinic,False,False,0.0060744,NM,,True
mp-555477,Ag2H3IO6,Ag-H-I-O,0.6966000000000001,2.87,2.1734,2.27986873,False,,,,,86.697,22.067,1.601999999999999,0.383,0.06334491979166901,-0.7965391460069441,,5.613015747803879,10.888316356928733,130.6597962831448,12,4,"['Ag', 'H', 'I', 'O']",Trigonal,True,False,7.35e-05,NM,,False
mp-860963,Ag2H4(SO4)3,Ag-H-O-S,2.8821,3.3807,0.49860000000000004,0.51781943,False,,,,,,,,,0.0,-1.449344143492063,-0.005313719642866001,3.1911550258767,12.586586374087439,1057.2732554233448,84,4,"['Ag', 'H', 'O', 'S']",Orthorhombic,False,False,0.0,NM,,True
mp-1202149,Ag2H6PdS2(NO3)2,Ag-H-N-O-Pd-S,1.894899999999999,2.827,0.9321,2.8266983,False,,,,,,,,,0.10656070559210201,-0.9421109829385961,,3.88341159971347,11.620399880806945,441.5751954706639,38,6,"['Ag', 'H', 'N', 'O', 'Pd', 'S']",Monoclinic,False,False,0.001227,NM,,False
mp-1215002,Ag2H8C2S2N5ClO3,Ag-C-Cl-H-N-O-S,2.4575,2.7104,0.2529,2.71017504,False,,,,,,,,,0.18775050698124401,-0.5539089868840591,,2.575937398817746,13.045055982297143,600.0725751856686,46,7,"['Ag', 'C', 'Cl', 'H', 'N', 'O', 'S']",Triclinic,True,False,0.000134,NM,,False
mp-558763,Ag2Hg(SeO3)2,Ag-Hg-O-Se,1.9351,3.3087,1.3736000000000002,2.35716544,True,,,,,,,,,0.012571866363638001,-0.9140723493655301,,6.406219939683736,15.793803294954332,1389.8546899559813,88,4,"['Ag', 'Hg', 'O', 'Se']",Orthorhombic,False,False,0.0,NM,,False
mp-553949,Ag2Hg2(TeO4)3,Ag-Hg-O-Te,0.16060000000000002,2.9587,2.7981,2.80316384,True,,,,,,,,,0.0,-1.105035922807017,-0.014536507017542001,7.50542218879301,13.876842584421782,527.3200182080277,38,4,"['Ag', 'Hg', 'O', 'Te']",Monoclinic,False,False,0.0,NM,,True
mp-1229184,Ag2Hg3P4Br3,Ag-Br-Hg-P,0.8896000000000001,2.993999999999999,2.1044,2.9941709,False,,,,,,,,,0.011714015555556002,-0.34186394578372903,,6.570153484316474,24.876194891189694,597.0286773885526,24,4,"['Ag', 'Br', 'Hg', 'P']",Monoclinic,True,False,0.0004591,NM,,False
mp-23592,Ag2Hg7(As2I3)2,Ag-As-Hg-I,0.8340999999999991,2.2022,1.3681,1.63381634,False,,,,,,,,,0.0012455352631560001,-0.283995160701756,,7.107699751541366,32.965520354050554,2505.3795469078423,76,4,"['Ag', 'As', 'Hg', 'I']",Cubic,False,False,0.0002331,NM,,False
mp-571425,Ag2Hg7(P4Br3)2,Ag-Br-Hg-P,0.7716000000000001,2.8793,2.1077,2.17517738,False,,,,,,,,,0.011496089901656,-0.356669641651139,,6.592176645910806,25.705165811504585,591.2188136646055,23,4,"['Ag', 'Br', 'Hg', 'P']",Monoclinic,False,False,0.0003742,NM,,False
mp-672339,Ag2Hg7(P4I3)2,Ag-Hg-I-P,0.7439,4.0087,3.2648,3.30619464,False,,,,,,,,,0.012546369032091002,-0.22751676817287902,,6.950178012052023,27.310501963083265,628.1415451509151,23,4,"['Ag', 'Hg', 'I', 'P']",Monoclinic,False,False,0.0046204,NM,,False
mp-1229141,Ag2HgGeS4,Ag-Ge-Hg-S,0.44410000000000005,2.3166,1.8725,1.87268762,True,,,,,,,,,0.0,-0.463996551354166,-0.019866126874996,5.334012673413459,24.01870348109295,384.2992556974872,16,4,"['Ag', 'Ge', 'Hg', 'S']",Monoclinic,True,False,0.000337,NM,,True
mp-1229122,Ag2HgI4,Ag-Hg-I,1.276399999999999,1.9847000000000001,0.7083,0.7913352100000001,True,,,,,,,,,0.0011233871428580002,-0.5112391594047601,,5.746625628681051,38.140284936315744,266.9819945542102,7,3,"['Ag', 'Hg', 'I']",Tetragonal,True,False,0.0,NM,,False
mp-23485,Ag2HgI4,Ag-Hg-I,1.2219,2.1173,0.8954000000000001,0.98243359,True,2.307342420043746,9.070052743333333,3.746223699999999,5.323829043333334,10.806000000000001,5.389,1.208,0.28600000000000003,0.0,-0.512362546547618,-0.0030922927678580002,5.75190222011236,38.105296389400095,266.73707472580065,7,3,"['Ag', 'Hg', 'I']",Tetragonal,False,False,0.0,NM,,True
mp-570256,Ag2HgI4,Ag-Hg-I,1.100399999999999,2.0134,0.913,0.9706076100000001,True,2.316616488185589,9.07228687,3.705574916666666,5.366711953333334,12.21,5.58,1.569,0.302,0.002405364285717,-0.509957182261901,,5.727425816244202,38.26814103442326,267.8769872409628,7,3,"['Ag', 'Hg', 'I']",Tetragonal,False,False,0.0,NM,,False
mp-29816,Ag2HgO2,Ag-Hg-O,0.41029999999999905,1.5572,1.1469,1.23015248,True,2.826250594574609,10.02622668,2.038534256666667,7.9876924233333355,39.693,12.451,0.916,0.358,0.0,-0.45434721466666705,-0.010943907000001,9.157642983263019,16.258801779933744,325.1760355986749,20,3,"['Ag', 'Hg', 'O']",Tetragonal,False,False,0.0,NM,,True
mp-9635,Ag2HgS2,Ag-Hg-S,0.41909999999999903,2.7962,2.3771,2.42435583,False,,,,,52.636,12.745,1.08,0.388,0.040528937999997,-0.24986713716666603,,7.439905485131735,21.44695584083404,214.4695584083404,10,3,"['Ag', 'Hg', 'S']",Monoclinic,False,False,0.0036109,NM,,False
mp-556866,Ag2HgSI2,Ag-Hg-I-S,1.2212,2.466,1.2448000000000001,1.31122136,True,2.428788339206746,11.688167266666662,5.789154469999997,5.899012796666665,,,,,0.0,-0.44160478972222206,-0.001396738333332,5.874190989845033,33.08345209197235,397.00142510366817,12,4,"['Ag', 'Hg', 'I', 'S']",Orthorhombic,False,False,0.0007698,NM,,True
mp-557396,Ag2INO3,Ag-I-N-O,1.4835,2.803,1.3195000000000001,1.32494419,False,,,,,,,,,0.001587870178573,-0.618246061726189,,5.242348781475822,18.31049775664752,1025.3878743722612,56,4,"['Ag', 'I', 'N', 'O']",Orthorhombic,False,False,0.000824,NM,,False
mp-1203404,Ag2Mo(I2O7)2,Ag-I-Mo-O,1.9610999999999992,4.885,2.9239,4.88479752,False,,,,,,,,,0.009820445416662,-0.9568541320634911,,5.30799170509228,15.54185657458416,652.7579761325347,42,4,"['Ag', 'I', 'Mo', 'O']",Monoclinic,False,False,0.000371199999999,NM,,False
mp-27966,Ag2Mo2O7,Ag-Mo-O,1.9011,3.2486,1.3475000000000001,1.41119634,True,,,,,,,,,0.0,-1.5074706507575741,-0.021649146136363002,5.92560400502563,13.23741323324375,291.2230911313625,22,3,"['Ag', 'Mo', 'O']",Triclinic,False,False,0.0,NM,,True
mp-560276,Ag2Mo2O7,Ag-Mo-O,2.0118,3.4918,1.48,1.52442816,False,,,,,,,,,0.0009334045454540001,-1.50653724621212,,5.482320077047615,14.307750691077928,629.5410304074288,44,3,"['Ag', 'Mo', 'O']",Monoclinic,False,False,0.0006233,NM,,False
mp-556429,Ag2Mo3SeO12,Ag-Mo-O-Se,1.7276999999999991,2.9772,1.2495,1.27804862,False,,,,,,,,,0.008686748680556002,-1.549436900454281,,4.799219392858115,14.88787005138339,1071.926643699604,72,4,"['Ag', 'Mo', 'O', 'Se']",Monoclinic,False,False,0.0020834,NM,,False
mp-19318,Ag2MoO4,Ag-Mo-O,1.873099999999999,3.0582,1.1851,1.38453797,True,,,,,,,,,0.001024362499997,-1.251052689761907,,6.23221806833446,14.299457305474515,200.1924022766432,14,3,"['Ag', 'Mo', 'O']",Cubic,False,False,0.0,NM,,False
mp-557303,Ag2NClO3,Ag-Cl-N-O,1.71,2.4214,0.7114,0.77217325,False,,,,,,,,,0.0046095557142860006,-0.68977540690476,,4.678561123032568,15.880076829181144,444.642151217072,28,4,"['Ag', 'Cl', 'N', 'O']",Orthorhombic,False,False,0.0040381,NM,,False
mp-546190,Ag2O3,Ag-O,0.34700000000000003,1.2986,0.9516,1.09855056,False,3.8322685331276043,16.224978429999997,1.5386963200000001,14.686282109999999,,,,,0.019458467666665,-0.355224625666665,,7.019151848151168,12.47847648799555,124.7847648799555,10,2,"['Ag', 'O']",Orthorhombic,False,False,1e-07,NM,,False
mp-1195759,Ag2P2H2O7,Ag-H-O-P,2.1369,3.5122,1.3753,1.38057626,False,,,,,,,,,0.001177638493597,-1.815974185778388,,4.372446529424763,11.442737506343333,595.0223503298533,52,4,"['Ag', 'H', 'O', 'P']",Orthorhombic,False,False,0.0,NM,,False
mp-557644,Ag2P2PbO7,Ag-O-P-Pb,2.3697,4.4974,2.1277,2.12778302,False,,,,,,,,,0.0022233000347250003,-1.98453012438492,,5.5858146118879315,14.786594385804259,354.8782652593022,24,4,"['Ag', 'O', 'P', 'Pb']",Triclinic,False,False,0.003673999999999,NM,,False
mp-1190325,Ag2P2PdO7,Ag-O-P-Pd,1.166799999999999,2.5732,1.4064,1.53579602,False,,,,,,,,,0.0,-1.785766681051587,-0.022422148750005002,4.761192507145591,14.418533651585717,346.0448076380572,24,4,"['Ag', 'O', 'P', 'Pd']",Monoclinic,False,False,0.0007970999999990001,NM,,True
mp-707138,Ag2PHO4,Ag-H-O-P,1.3274,2.6615,1.3341,1.40823395,False,,,,,,,,,0.0,-1.5734414415699391,-0.005626054895833001,4.997597387476359,12.94662366512243,310.71896796293834,24,4,"['Ag', 'H', 'O', 'P']",Trigonal,False,False,0.0010861,NM,,True
