material_id,formula,chemsys,band_gap,cbm,vbm,efermi,is_gap_direct,n,e_total,e_ionic,e_electronic,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,energy_above_hull,formation_energy_per_atom,equilibrium_reaction_energy_per_atom,density,volume,nsites,nelements,elements,elements_clean,crystal_system,theoretical,is_magnetic,total_magnetization,ordering,weighted_work_function,is_stable,contains_toxic,contains_scarce,band_gap_score_sq,band_gap_score_si,stability_score,dielectric_score,mechanical_score,magnetic_score,direct_gap_bonus,semiconductor_score
mp-861502,AcFeO3,Ac-Fe-O,0.9887999999999991,7.4875,6.4987,6.50904465,False,,,,,,,,,0.0,-2.771539465500001,-0.04915964400000301,8.889999465919495,61.79731063258672,5,3,['Ac' 'Fe' 'O'],"Ac,Fe,O",Cubic,True,True,4.2542759,FM,,True,True,False,0.680149943481371,0.9088000079911025,1.0,0.5,0.5,0.0,0.0,0.6132217383621074
mp-556429,Ag2Mo3SeO12,Ag-Mo-O-Se,1.7276999999999991,2.9772,1.2495,1.27804862,False,,,,,,,,,0.008686748680556002,-1.549436900454281,,4.799219392858115,1071.926643699604,72,4,['Ag' 'Mo' 'O' 'Se'],"Ag,Mo,O,Se",Monoclinic,False,False,0.0020834,NM,,False,False,False,0.6251755546482678,0.12852103105741194,0.8405196280242134,0.5,0.5,1.0,0.0,0.6107019503267321
mp-31053,Ag2S,Ag-S,1.3634,2.4026,1.0392,1.14959246,False,2.68694830926586,9.684604006666666,2.464912789999999,7.219691216666665,,,,,0.0048514483333330005,-0.11352241760416601,,6.093478394225376,135.05714760492967,6,2,['Ag' 'S'],"Ag,S",Monoclinic,True,False,0.0,NM,,False,False,False,0.9982903381397256,0.7195488296363747,0.9075297176417145,0.7544230747210926,0.5,1.0,0.0,0.7627957196390822
mp-36216,Ag2S,Ag-S,1.0895,3.2988,2.2093,2.254801999999999,False,,,,,27.991,8.545,3.024,0.361,0.012260691666668001,-0.10611317427083301,,6.675568024896398,123.28056696405524,6,2,['Ag' 'S'],"Ag,S",Orthorhombic,True,False,0.0,NM,,False,False,False,0.8219345325068265,0.9948452758678241,0.7825371878146075,0.5,0.2356859663189175,1.0,0.0,0.6740219862831814
mp-542199,Ag4HgGe2S7,Ag-Ge-Hg-S,0.463099999999999,2.7441,2.281,2.43276056,False,,,,,,,,,0.0022926350000000003,-0.46298850404761804,,5.043673354156452,659.6479458222789,28,4,['Ag' 'Ge' 'Hg' 'S'],"Ag,Ge,Hg,S",Monoclinic,False,False,0.000261999999999,NM,,False,True,False,0.09044801336814268,0.0909613984283609,0.9551826502331653,0.5,0.5,1.0,0.0,0.5000518756645811
mp-1194753,AgB3O5,Ag-B-O,2.3274,4.3741,2.0467,2.11267989,False,,,,,,,,,0.018237387291663,-2.4009590843518502,,4.390398371393116,333.2852615700874,36,3,['Ag' 'B' 'O'],"Ag,B,O",Orthorhombic,False,False,0.0,NM,,False,False,False,0.04751327539449457,0.0003038516743682215,0.6943717869641748,0.5,0.5,1.0,0.0,0.4105168433408226
mp-12021,AgBF4,Ag-B-F,3.157,1.8587,-1.2983,-1.17094774,True,,,,,,,,,0.0,-2.469788318333332,-0.143593196666662,4.612169661838752,280.35552424186614,24,3,['Ag' 'B' 'F'],"Ag,B,F",Orthorhombic,False,False,0.0,NM,,True,False,False,3.306110225766529e-05,9.741411479690721e-11,1.0,0.5,0.5,1.0,0.1,0.5750082652901766
mp-1215142,AgBHC12(NF2)9,Ag-B-C-F-H-N,3.4749,2.6236,-0.8513000000000001,-0.59444737,True,,,,,,,,,0.150790040119044,-1.1526269053472231,,2.175558049275718,2234.388913221055,168,6,['Ag' 'B' 'C' 'F' 'H' 'N'],"Ag,B,C,F,H,N",Orthorhombic,True,False,0.0038198,NM,,False,False,False,6.520668293626201e-07,4.1685068953684375e-14,0.04900657518715537,0.5,0.5,1.0,0.1,0.3035266261321522
mp-1096804,AgH,Ag-H,0.8512000000000001,3.1752,2.324,2.4347902,False,,,,,,,,,0.120898396666667,0.120898396666667,,7.757016317640359,46.61407852899997,4,2,['Ag' 'H'],"Ag,H",Hexagonal,True,False,0.0,NM,,False,False,False,0.4739554258500366,0.6693768995417656,0.08910249583038359,0.5,0.5,1.0,0.0,0.41955391381623286
mp-1205047,AgH36C15S3N6Cl,Ag-C-Cl-H-N-S,3.46,2.9505,-0.5095000000000001,-0.25213781,True,,,,,,,,,0.11231790294354901,-0.21416062043010703,,1.314353278134514,2728.933417699507,248,6,['Ag' 'C' 'Cl' 'H' 'N' 'S'],"Ag,C,Cl,H,N,S",Triclinic,False,False,0.0446255,NM,,False,False,False,7.949393615349141e-07,6.148396412704778e-14,0.10578378217580259,0.5,0.5,1.0,0.1,0.3514461442788003
mp-1201487,AgPHNO2,Ag-H-N-O-P,2.1822,3.5209,1.3387,1.34109487,False,,,,,,,,,0.087204983229167,-1.264748006954364,,4.05955431168489,912.2779459941959,72,5,['Ag' 'H' 'N' 'O' 'P'],"Ag,H,N,O,P",Monoclinic,False,False,0.003159099999999,NM,,False,False,False,0.10898280897686706,0.001895713067663489,0.17480229884091908,0.5,0.5,1.0,0.0,0.29623063391459603
mp-621612,AgPb2Br5,Ag-Br-Pb,1.9341,4.1993,2.2652,2.38711457,True,,,,,,,,,0.035843713125,-1.099094383333332,,6.276837626315522,487.71862786878813,16,3,['Ag' 'Br' 'Pb'],"Ag,Br,Pb",Monoclinic,False,False,0.0006452,NM,,False,True,False,0.3318793494946149,0.025172745717161438,0.48827609606101985,0.5,0.5,1.0,0.1,0.5338147732464829
mp-683984,Al(SeCl)4,Al-Cl-Se,1.1219000000000001,0.6758000000000001,-0.4461,0.11536432,False,,,,,,,,,0.0,-0.843153536805556,-0.011580354236114001,2.9801629867040083,2160.292379766617,72,3,['Al' 'Cl' 'Se'],"Al,Cl,Se",Orthorhombic,False,False,0.0,NM,,True,False,False,0.8618717672720146,0.9999799446455557,1.0,0.5,0.5,1.0,0.0,0.840464933514837
mp-1374068,Al2(WO4)3,Al-O-W,1.7529,4.5733,2.8204000000000002,2.82050714,True,,,,,,,,,0.15223093051470601,-2.402068029411763,,6.863718729048779,192.9332918549281,17,3,['Al' 'O' 'W'],"Al,O,W",Triclinic,True,False,0.000112,NM,,False,False,False,0.5869767716392726,0.1080299557542724,0.04761446819303507,0.5,0.5,1.0,0.1,0.449867072989096
mp-674298,Al22CdO34,Al-Cd-O,2.3255,5.9756,3.6501,3.6972459,False,,,,,,,,,0.029695692543859002,-3.326903878070176,,3.305988765866604,1255.6896937881702,114,3,['Al' 'Cd' 'O'],"Al,Cd,O",Monoclinic,True,False,0.0012557,NM,,False,False,False,0.04807312300871212,0.00031169002024332887,0.5521619705274227,0.5,0.5,1.0,0.0,0.3375949741983632
mp-36447,Al2CoO4,Al-Co-O,3.0024,8.0736,5.0712,5.10146303,False,1.9025206858270942,9.507068039999995,5.887483079999998,3.6195849599999983,,,,,0.021735825714269002,-2.863333982142858,,4.45401960222136,131.898469994946,14,3,['Al' 'Co' 'O'],"Al,Co,O",Cubic,False,True,6.0000002,FM,,False,False,False,0.00017756603323590138,2.822279658893213e-09,0.6474481833756249,0.19909842035166264,0.5,0.0,0.0,0.24177120082830655
mp-1195160,Al2Cu2Bi2S3Cl8,Al-Bi-Cl-Cu-S,1.2722,3.8938,2.6216,2.62163547,True,,,,,,,,,0.006024103124988,-1.349249576911765,,3.667917346704007,886.2759979048017,34,5,['Al' 'Bi' 'Cl' 'Cu' 'S'],"Al,Bi,Cl,Cu,S",Hexagonal,False,False,0.000424799999999,NM,,False,False,False,0.9857375611204346,0.8792433635097826,0.8864929886709599,0.5,0.5,1.0,0.1,0.924944141974316
mp-1229226,Al2CuSi2O8F,Al-Cu-F-O-Si,0.30200000000000005,3.4866,3.1846,3.18455797,True,,,,,,,,,0.09825898873512001,-2.85457408125,,3.437034953086676,619.709931615786,56,5,['Al' 'Cu' 'F' 'O' 'Si'],"Al,Cu,F,O,Si",Monoclinic,True,True,0.0036144,AFM,,False,False,False,0.0344925300044209,0.024298138037185037,0.14013069239771875,0.5,0.5,0.5,0.1,0.2900704736755014
mp-1247927,Al2Se3,Al-Se,0.9578000000000001,3.232,2.2742,2.27437938,False,,,,,,,,,0.08022124600000001,-0.9286022904375001,,3.51364094636235,274.903610991192,10,2,['Al' 'Se'],"Al,Se",Trigonal,True,False,0.0005721,NM,,False,False,False,0.6335032652073824,0.8640192570084612,0.2010051157006347,0.5,0.5,1.0,0.0,0.5069069854004462
mp-1163942,Al2V3(SiO4)3,Al-O-Si-V,2.0694,8.7685,6.6991,6.69908123,False,,,,,,,,,0.09364412410416201,-2.888095515374999,,3.945816175868906,813.1160393172004,80,4,['Al' 'O' 'Si' 'V'],"Al,O,Si,V",Cubic,True,True,35.99783,FM,,False,False,False,0.18964978870104487,0.006687216530937808,0.15368004279044933,0.5,0.5,0.0,0.0,0.19065198631726282
mp-1104860,Al2ZnSe4,Al-Se-Zn,1.378899999999999,4.6446000000000005,3.2657,3.39220288,False,,,,,,,,,0.031004237142855003,-1.069769712767857,,4.90197375978992,294.85537534893155,14,3,['Al' 'Se' 'Zn'],"Al,Se,Zn",Cubic,False,False,6e-07,NM,,False,False,False,0.9952823818331975,0.6890892367685956,0.5378988525776012,0.5,0.5,1.0,0.0,0.711658694117989
mp-1228485,Al3CrO6,Al-Cr-O,3.8929,9.1866,5.2937,5.4242041500000004,False,,,,,,,,,0.013612335250000001,-3.147947862999999,,4.321745483375596,351.85693006955734,40,3,['Al' 'Cr' 'O'],"Al,Cr,O",Trigonal,True,True,11.9999999,FM,,False,False,False,1.4286190890202708e-09,2.8083363644156046e-19,0.7616663310169528,0.5,0.5,0.0,0.0,0.28387492480025367
mp-13703,Al4CO4,Al-C-O,3.823299999999999,6.9815000000000005,3.1582,3.27698187,False,1.8217040081564662,6.25285082,2.934245326666666,3.318605493333333,,,,,0.0,-2.594719617222223,-0.033127437777777005,2.749442316622726,222.1762176121092,18,3,['Al' 'C' 'O'],"Al,C,O",Orthorhombic,False,False,0.0,NM,,True,False,False,4.271998735652818e-09,2.333737766559067e-18,1.0,0.16310526280843318,0.5,1.0,0.0,0.4244657904892647
mp-1044864,Al4Cr13Si2(SbO14)2,Al-Cr-O-Sb-Si,0.790199999999999,5.9189,5.1287,5.10295194,False,,,,,,,,,0.14744147408163502,-2.406264099591836,,4.40670276866139,577.1203929738759,49,5,['Al' 'Cr' 'O' 'Sb' 'Si'],"Al,Cr,O,Sb,Si",Monoclinic,True,True,47.9985402,FM,,False,False,False,0.38882530447012253,0.5464749066496063,0.05240100640524036,0.5,0.5,0.0,0.0,0.2855500323446535
mp-5496,Al5C3N,Al-C-N,1.4427,8.813,7.3703,7.44440847,False,,,,,,,,,0.053048865000002006,-0.36906000999999905,,3.021355954208321,203.2934096556226,18,3,['Al' 'C' 'N'],"Al,C,N",Hexagonal,True,False,0.007562699999999,NM,,False,False,False,0.9675769897743901,0.5607223650665367,0.3461173844653431,0.5,0.5,1.0,0.0,0.5737787534879224
mp-1228556,Al6Cu2B4O17,Al-B-Cu-O,0.48809999999999903,3.5378,3.0497,3.53784503,False,,,,,,,,,0.010528744919533001,-2.892894589022988,,3.075803102514361,326.19859957179057,29,4,['Al' 'B' 'Cu' 'O'],"Al,B,Cu,O",Monoclinic,True,True,1.9992652,FM,,False,False,False,0.10352754864093089,0.10879171943883972,0.8101183763183721,0.5,0.5,0.0,0.0,0.33275721524008656
mp-1229042,Al9Fe2(SiO6)4,Al-Fe-O-Si,0.20900000000000002,6.2934,6.0844,6.084485,False,,,,,,,,,0.036290269967976005,-3.145338203076923,,3.73817853456219,377.957354154656,39,4,['Al' 'Fe' 'O' 'Si'],"Al,Fe,O,Si",Monoclinic,True,True,8.9999436,FM,,False,False,False,0.018363723212443492,0.009945130722453944,0.4839346512985188,0.5,0.5,0.0,0.0,0.22685972691249778
mp-988945,AlAs,Al-As,1.1898,5.8256,4.6358,5.82543133,True,,,,,,,,,0.149797342500001,-0.47724543374999906,,3.90882147248744,346.32258105514825,16,2,['Al' 'As'],"Al,As",Cubic,True,False,0.0011124,NM,,False,False,False,0.93192762303484,0.9732961366498245,0.0499892723286925,0.5,0.5,1.0,0.1,0.6448262799045211
mp-1228984,AlCu(PSe3)2,Al-Cu-P-Se,0.8799,4.551,3.6711,3.68211813,True,,,,,,,,,0.0,-0.55887899333482,-0.011120255333331,4.390067296366625,236.87285777660955,10,4,['Al' 'Cu' 'P' 'Se'],"Al,Cu,P,Se",Trigonal,True,False,0.00024009999999900002,NM,,True,False,False,0.5160572700192153,0.725955382815953,1.0,0.5,0.5,1.0,0.1,0.7316168624344771
mp-3098,AlCuO2,Al-Cu-O,1.8148,7.8946000000000005,6.0798,6.09085843,False,2.358862774021979,9.602708096663827,4.038474509997162,5.564233586666666,178.355,80.28,2.207,0.304,0.0,-2.417624361249986,-0.034340441874986,5.146334199359751,79.06978600731826,8,3,['Al' 'Cu' 'O'],"Al,Cu,O",Hexagonal,False,False,0.0,NM,,True,False,False,0.4943633528897217,0.06843109174214215,1.0,0.49366931800669916,0.7227074032955212,1.0,0.0,0.6301766400143087
mp-8016,AlCuSe2,Al-Cu-Se,0.8921999999999991,4.7512,3.859,3.87614444,True,2.894571967622687,10.121075888980734,1.742529013233658,8.378546875747077,63.574,28.475,0.687,0.305,0.0,-0.7563341932812491,-0.066478978125003,4.7813858384767585,172.5678946576471,8,3,['Al' 'Cu' 'Se'],"Al,Cu,Se",Tetragonal,False,False,1e-07,NM,,True,False,False,0.5343842524044109,0.7495415278604363,1.0,0.893782768968134,0.5418125397437243,1.0,0.1,0.8842759615997606
mp-1245824,AlIn2N3,Al-In-N,0.8864999999999991,7.0133,6.1268,6.12702166,True,,,,,,,,,0.015750799166669,-0.622607036041664,,5.9110926495962115,167.78605751894185,12,3,['Al' 'In' 'N'],"Al,In,N",Orthorhombic,True,False,0.0004006,NM,,False,False,False,0.5258735306134076,0.738671934039282,0.7297772099034003,0.5,0.5,1.0,0.1,0.6747421277115848
mp-1282714,AlV2O4,Al-O-V,0.26170000000000004,6.4752,6.2135,6.47521016,False,,,,,,,,,0.008051609642857,-2.756934711071428,,4.338275060236113,295.283366007589,28,3,['Al' 'O' 'V'],"Al,O,V",Monoclinic,True,True,3.9979964,FiM,,False,False,False,0.026422640774983592,0.016694758017520624,0.8512646660242479,0.5,0.5,0.0,0.0,0.31223343636219236
mp-2767452,AlV2O4,Al-O-V,0.161999999999999,7.5825,7.4205,7.5777006700000005,True,,,,,,,,,0.0,-2.835161980714285,-0.064829554285715,4.558268726937316,281.0322381572287,28,3,['Al' 'O' 'V'],"Al,O,V",Triclinic,True,True,4.5511387,FiM,,True,False,False,0.01308207246719546,0.006104745320161458,1.0,0.5,0.5,0.0,0.1,0.43126760692334076
mp-30014,As2Kr3F16,As-F-Kr,1.1719,-2.0145,-3.1864,-3.15071044,False,,,,,,,,,0.0033406200000010004,-1.271164482142844,,3.128765453723366,1497.116373035268,84,3,['As' 'F' 'Kr'],"As,F,Kr",Monoclinic,False,False,0.0262959,NM,,False,False,False,0.9154815836371226,0.9851469116976697,0.9353706604140755,0.5,0.5,1.0,0.0,0.83548509776745
mp-20015,As2PbO6,As-O-Pb,2.1358,5.6508,3.515,3.54799653,False,2.127370140180907,19.878653479997457,15.35294976666412,4.525703713333333,,,,,0.0,-1.7332001416666651,-0.09093386611111201,6.573971107735893,114.43463048256831,9,3,['As' 'O' 'Pb'],"As,O,Pb",Trigonal,False,False,0.0,NM,,True,True,False,0.13819975713424543,0.0032389761571381026,1.0,0.3261934355410493,0.5,1.0,0.0,0.4839648010382894
mp-1200478,AsH9C2S(NO)4,As-C-H-N-O-S,3.0929,2.7766,-0.3163,-0.31141231,False,,,,,,,,,0.08149442517390501,-0.7792764622023821,,1.819669876770636,474.7153606454937,42,6,['As' 'C' 'H' 'N' 'O' 'S'],"As,C,H,N,O,S",Triclinic,False,False,5.1e-05,NM,,False,False,False,6.758952576332362e-05,4.0623875788922537e-10,0.19595142081085384,0.5,0.5,1.0,0.0,0.2740047526450901
mp-1214793,AsOsS,As-Os-S,1.1795,7.9126,6.7331,6.7369569,False,4.201518561583815,25.209281676666667,7.556523453333334,17.652758223333333,,,,,0.0,-0.44338814343749705,-0.049397510416667005,10.016300167723147,197.0946426435678,12,3,['As' 'Os' 'S'],"As,Os,S",Monoclinic,True,False,0.0,NM,,True,False,True,0.9226541827598946,0.9805240988194187,1.0,0.44718229271940363,0.5,1.0,0.0,0.7603375539787173
mp-556705,AsS(ClF2)3,As-Cl-F-S,3.7948,1.3389,-2.4559,-1.51408093,False,,,,,,,,,0.0,-1.832379640681818,-0.04765263239257601,2.4566221903414522,885.0432922473562,44,4,['As' 'Cl' 'F' 'S'],"As,Cl,F,S",Orthorhombic,False,False,0.0048256,NM,,True,False,False,6.631833665646155e-09,5.468496271029351e-18,1.0,0.5,0.5,1.0,0.0,0.4750000016579584
mp-560042,AsS3(NF3)2,As-F-N-S,1.5036,1.4835,-0.0201,0.02351377,False,,,,,,,,,0.17172235482391102,-1.388680811041666,,2.494037534453765,833.9067579360163,48,4,['As' 'F' 'N' 'S'],"As,F,N,S",Monoclinic,False,False,0.00018869999999900002,NM,,False,False,False,0.919761851052574,0.44153666223220456,0.03224323270132385,0.5,0.5,1.0,0.0,0.5292317702733051
mp-23575,AsSe3(ClF2)3,As-Cl-F-Se,1.9559000000000002,1.0006,-0.9553,1.00055977,False,,,,,,,,,0.0,-1.60685366265625,-0.007852943828124001,2.8692720140641983,1231.890949873302,52,4,['As' 'Cl' 'F' 'Se'],"As,Cl,F,Se",Monoclinic,False,False,0.0017276,NM,,True,False,False,0.3056193116085422,0.020613136294490166,1.0,0.5,0.5,1.0,0.0,0.554496798346309
mp-990238,Au(OF3)2,Au-F-O,0.18550000000000003,-2.6329000000000002,-2.8184,-2.71706518,False,2.9760795044263633,25.371983896666663,16.514934679999996,8.857049216666665,,,,,0.0,-0.9614194822222221,-0.12627620958333202,4.829429021243865,117.92107967993643,9,3,['Au' 'F' 'O'],"Au,F,O",Triclinic,True,True,1.0000001,FM,,True,False,False,0.01552630601657326,0.007815764462461836,1.0,0.9354800113070385,0.5,0.0,0.0,0.4008383485826115
mp-560549,AuSeClO3,Au-Cl-O-Se,1.3674,0.934,-0.4334,-0.29123757,False,,,,,,,,,0.0,-0.915634184140625,-0.020633531909727002,4.926911402086227,484.4908108876168,24,4,['Au' 'Cl' 'O' 'Se'],"Au,Cl,O,Se",Triclinic,False,False,0.0017821999999990002,NM,,True,False,False,0.9976566250002227,0.7117435923346518,1.0,0.5,0.5,1.0,0.0,0.8311756951002535
mp-1193675,B,B,1.5133,7.7485,6.2352,6.28360798,False,,,,,,,,,0.029066011071428,0.029066011071428,,2.571074933276366,195.50517694628454,28,1,['B'],B,Orthorhombic,False,False,0.0,NM,,False,False,False,0.9104167827960978,0.4234327810160744,0.5591596644765057,0.5,0.5,1.0,0.0,0.655909028970562
mp-27184,B10(Pb2O7)3,B-O-Pb,3.259,6.0134,2.7544,2.79441138,False,,,,,,,,,0.0,-2.458742290180167,-0.022536234189169002,6.121501541130263,457.70195937176595,37,3,['B' 'O' 'Pb'],"B,O,Pb",Triclinic,False,False,0.0,NM,,True,True,False,1.0049344745876909e-05,9.139184112844631e-12,1.0,0.5,0.5,1.0,0.0,0.4750025123375573
mp-1203040,B2Pb4O7,B-O-Pb,2.454499999999999,5.3317,2.8772,5.33179666,True,,,,,,,,,0.0,-2.046420790641024,-0.013610172586542001,7.1594005574711534,892.8861250114036,52,3,['B' 'O' 'Pb'],"B,O,Pb",Orthorhombic,False,False,0.0004239,NM,,True,True,False,0.020617923034344506,5.048497845733741e-05,1.0,0.5,0.5,1.0,0.1,0.5801620535053547
mp-572670,B2S3,B-S,2.4867,2.5269,0.0402,0.09501812,False,,,,,,,,,0.006751941809999,-0.7280437499166651,,1.848467686723867,846.7109600659746,40,2,['B' 'S'],"B,S",Monoclinic,False,False,0.0,NM,,False,False,False,0.016422091937930046,3.1139003619070167e-05,0.8736819805410451,0.5,0.5,1.0,0.0,0.4475306889702866
mp-23623,B5Pb2BrO9,B-Br-O-Pb,3.4116,5.4002,1.9886,2.23539077,False,,,,,,,,,0.0,-2.5360918624019613,-0.037539183329831,5.129207375671131,896.5753314278659,68,4,['B' 'Br' 'O' 'Pb'],"B,Br,O,Pb",Orthorhombic,False,False,5.35e-05,NM,,True,True,False,1.498538137594556e-06,2.1361218956047685e-13,1.0,0.5,0.5,1.0,0.0,0.47500037463456646
mp-1203749,B5TeH5C,B-C-H-Te,2.1558,2.1133,-0.0425,2.11331642,False,,,,,,,,,0.040108370821609,-0.08649210377335101,,2.073192990055916,636.6181653652616,48,4,['B' 'C' 'H' 'Te'],"B,C,H,Te",Triclinic,False,False,0.0008286999999990001,NM,,False,False,False,0.1249576842490875,0.0025787421039395603,0.44835613577983907,0.5,0.5,1.0,0.0,0.3687152663228226
mp-23398,BClF6,B-Cl-F,3.3471,-0.0219,-3.368999999999999,-3.28428522,False,1.4384617235088322,4.30004826,2.23087613,2.06917213,,,,,0.0,-1.808708441249999,-0.035733005312499004,2.498585580390278,426.0149834616863,32,3,['B' 'Cl' 'F'],"B,Cl,F",Monoclinic,False,False,0.0,NM,,True,False,False,3.409627428133095e-06,1.0785394093177052e-12,1.0,0.05409352293841574,0.5,1.0,0.0,0.40811488084778114
mp-555207,BN(OF2)2,B-F-N-O,3.002199999999999,-0.0611,-3.0633,-2.93167039,False,1.395630017829463,4.574556953333334,2.626773806666667,1.9477831466666662,,,,,0.0,-2.098579680208334,-0.20006011478125002,2.094611117161563,421.15002434018334,32,4,['B' 'F' 'N' 'O'],"B,F,N,O",Monoclinic,False,False,0.0036352,NM,,True,False,False,0.0001779353768492551,2.8341096656730735e-09,1.0,0.04704683975949611,0.5,1.0,0.0,0.40710151023325314
mp-1479,BP,B-P,1.243499999999999,8.655,7.4115,7.5307309,False,3.029083443882197,9.272071146925382,0.09672463692414601,9.175346510001235,162.017,161.948,0.126,0.125,0.0,-0.48330429523809504,-0.293007166240078,2.9813687825821953,23.272944325085422,2,2,['B' 'P'],"B,P",Cubic,False,False,0.0,NM,,True,False,False,0.9713185688341496,0.9187559776208952,1.0,0.957546069966509,0.8672973701938436,1.0,0.0,0.9610046863660324
mp-8279,Ba(CdP)2,Ba-Cd-P,0.6835999999999991,3.6052,2.9216,2.9328692100000002,True,3.598146019827433,24.388376983341193,11.441722203341198,12.946654779999998,50.707,32.604,0.12,0.23500000000000001,0.0,-0.5651984778571381,-0.08337710499999801,5.423798232384745,129.8405316603431,5,3,['Ba' 'Cd' 'P'],"Ba,Cd,P",Trigonal,False,False,0.0,NM,,True,False,False,0.26016467059624293,0.34713984956130417,1.0,0.8978624855364974,0.4175933356431423,1.0,0.1,0.7435508514780451
mp-625909,Ba(H2O3)2,Ba-H-O,2.8604000000000003,3.083,0.22260000000000002,1.18855653,False,,,,,,,,,0.060719020454545004,-1.296789230454545,,3.170884443164353,248.59784259168268,22,3,['Ba' 'H' 'O'],"Ba,H,O",Triclinic,True,False,0.0029454,NM,,False,False,False,0.0007290264821026347,4.918219239176509e-08,0.2968939100857381,0.5,0.5,1.0,0.0,0.2694651673673601
mp-1192674,Ba(LuSe2)2,Ba-Lu-Se,1.3795,3.6692,2.2897,2.29087516,True,,,,,,,,,0.0,-2.217454517529764,-0.042099009999999,6.842874325971653,779.544104654393,28,3,['Ba' 'Lu' 'Se'],"Ba,Lu,Se",Orthorhombic,False,False,0.0,NM,,True,False,True,0.9951360860760694,0.6878995187798396,1.0,0.5,0.5,1.0,0.1,0.9269689493359932
mp-2983,Ba(PN2)2,Ba-N-P,3.9903,8.7164,4.7261,5.04793824,True,,,,,,,,,0.0,-1.03798089835034,-0.404061978189226,4.696713501809054,1083.1518390723577,84,3,['Ba' 'N' 'P'],"Ba,N,P",Cubic,False,False,0.0,NM,,True,False,False,2.931661709718121e-10,1.3252208670485365e-20,1.0,0.5,0.5,1.0,0.1,0.5750000000732916
mp-28967,Ba(PdS2)2,Ba-Pd-S,0.7791999999999991,3.8181000000000003,3.0389,3.16054397,False,3.151089443880217,17.04833398,7.118969296666667,9.929364683333334,,,,,0.0,-1.124628872142858,-0.024853800000001,5.022717317257348,316.34140399923814,14,3,['Ba' 'Pd' 'S'],"Ba,Pd,S",Monoclinic,False,False,0.0,NM,,True,False,False,0.37426094909929764,0.5245324419292372,1.0,0.9913414381526712,0.5,1.0,0.0,0.7209463192871107
mp-1194376,Ba(SmS2)2,Ba-S-Sm,1.759,4.1413,2.3823,2.36256696,True,,,,,,,,,0.0,-2.397762902500001,-0.041651720714285,4.959232574236378,758.484207475464,28,3,['Ba' 'S' 'Sm'],"Ba,S,Sm",Orthorhombic,False,False,0.0,NM,,True,False,True,0.5777418565715651,0.10347243813013059,1.0,0.5,0.5,1.0,0.1,0.7349563298624108
mp-1233725,Ba10MgMn6(O12F)2,Ba-F-Mg-Mn-O,1.0335,2.3957,1.3622,1.45209734,False,,,,,,,,,0.09066686527133001,-2.5391922491299113,,4.552162419988561,783.9805454587256,43,5,['Ba' 'F' 'Mg' 'Mn' 'O'],"Ba,F,Mg,Mn,O",Triclinic,True,True,14.0,FM,,False,False,False,0.7455973787439871,0.9592840485110747,0.1631088833086573,0.5,0.5,0.0,0.0,0.4464622555108401
mp-1229173,Ba12Sm4Al3(CoO6)5,Al-Ba-Co-O-Sm,0.6442999999999991,3.4213,2.777,3.421128979999999,False,,,,,,,,,0.01745489385802,-2.838163261666667,,6.001433488872075,859.1116986767712,54,5,['Al' 'Ba' 'Co' 'O' 'Sm'],"Al,Ba,Co,O,Sm",Triclinic,True,True,18.0003916,FM,,False,False,True,0.2203594326018522,0.2844580781808391,0.7053240917720991,0.5,0.5,0.0,0.0,0.35918063353855234
mp-1197806,Ba16Re6O37,Ba-O-Re,1.511199999999999,3.437,1.9258000000000002,3.43697739,False,,,,,,,,,0.0,-2.792275173898305,-0.069789020593223,6.507866948841855,996.7652806491823,59,3,['Ba' 'O' 'Re'],"Ba,O,Re",Monoclinic,False,False,0.0003451,NM,,True,False,True,0.9124773643727674,0.4273260388880822,1.0,0.5,0.5,1.0,0.0,0.7672182469264042
mp-1360720,Ba2CaCr2F14,Ba-Ca-Cr-F,0.928999999999999,-0.5171,-1.4461,-0.51713476,False,,,,,,,,,0.071150063684211,-3.383956226315788,,3.778365408617619,601.8338828056717,38,4,['Ba' 'Ca' 'Cr' 'F'],"Ba,Ca,Cr,F",Monoclinic,True,True,8.0006411,FM,,False,False,False,0.5898552418399141,0.816545843148184,0.24098965452760793,0.5,0.5,0.0,0.0,0.4096737905076973
mp-557448,Ba2CaUO6,Ba-Ca-O-U,2.1948,4.6989,2.5041,2.66130363,False,,,,,,,,,0.0,-3.550436109999999,-0.123636515333332,6.39047624557279,337.1538572711704,20,4,['Ba' 'Ca' 'O' 'U'],"Ba,Ca,O,U",Monoclinic,False,False,0.000140999999999,NM,,True,True,False,0.10193861098218394,0.0016323244742074818,1.0,0.5,0.5,1.0,0.0,0.5007295014166772
mp-581167,Ba2CaV2CuF14,Ba-Ca-Cu-F-V,0.1441,0.8716,0.7275,0.70344131,False,,,,,,,,,0.0,-3.47870105425,-0.017815777249992,4.240799546932767,584.320175984976,40,5,['Ba' 'Ca' 'Cu' 'F' 'V'],"Ba,Ca,Cu,F,V",Monoclinic,False,True,6.0005505,FiM,,True,False,False,0.01145530278057611,0.0050366983542777365,1.0,0.5,0.5,0.0,0.0,0.37861933044828566
